source,target,weight_1,weight_2
4332,4332,5,1
929,80,2,4
389,3222,10,8
4707,2105,4,1
2845,2845,3,6
3550,3550,6,5
3140,3140,3,5
2953,2179,3,8
4834,2911,7,3
2408,1577,4,4
621,4136,6,7
2951,2965,4,8
2816,1143,7,9
331,4982,10,4
772,2128,1,9
2953,395,2,10
30,2509,7,3
4042,4042,10,2
4597,493,9,7
620,620,1,10
4648,4648,2,8
436,3051,2,5
518,518,2,1
3415,3971,10,7
2083,4577,6,4
4969,2788,6,4
3789,381,1,4
4990,4990,2,9
2809,526,1,10
1437,4206,5,9
1049,1049,10,10
4151,1344,9,7
1049,130,7,3
1049,4600,4,4
4015,3039,10,9
302,1830,10,9
4686,4686,9,1
2951,2488,7,1
11,3342,3,8
4417,4,5,2
2182,2182,1,5
2289,2289,7,7
4406,4406,6,2
2919,3457,2,5
3650,3650,2,4
2747,2939,5,10
4151,4151,7,1
951,1786,4,6
3453,47,7,6
3322,3322,4,6
4448,1333,3,9
1049,1049,3,8
4042,1140,10,7
1049,1049,3,3
327,3076,1,8
17,2199,2,6
3775,3775,2,5
4258,4258,10,2
2329,2130,5,1
4575,4575,4,9
1049,1049,2,2
2016,2162,7,3
4569,4569,10,9
4449,553,2,2
847,3906,1,9
17,4617,7,2
2291,1277,5,4
4042,1735,6,10
3432,3814,1,4
1553,1553,4,8
4138,2741,8,3
3517,1330,6,6
1040,3095,3,6
4642,3701,7,4
1392,3030,4,5
3789,3789,5,5
1412,1412,6,6
524,981,8,6
516,2464,6,6
4767,4767,7,2
968,968,5,7
950,950,8,8
3111,1845,5,6
4642,1837,4,3
4051,4966,4,3
3140,3140,4,8
1478,4305,9,7
1049,3794,3,7
186,186,4,2
2974,2228,6,3
4653,4653,1,5
60,60,4,6
1591,1591,4,8
2875,3602,4,1
2816,2816,3,7
1049,1049,1,1
1049,148,7,7
1019,1541,10,10
2015,160,4,2
2780,2773,3,10
1871,1871,9,4
1049,2660,10,3
2139,552,8,2
1192,372,9,4
4015,203,6,10
4377,738,3,8
2139,204,8,7
1685,1685,3,1
54,2422,10,5
1553,4254,4,1
2499,3273,5,9
2885,4795,6,6
2139,1787,6,9
4097,1954,1,5
4448,4448,7,3
3254,1833,1,10
1553,1553,1,2
164,164,3,1
1446,1221,6,3
1049,4096,9,1
294,2763,5,8
388,2668,1,4
1049,2269,5,7
2753,2753,5,2
4247,4247,5,6
4969,637,7,5
1049,1049,6,1
2139,3707,7,1
4390,2171,1,6
4377,4377,5,10
4017,1457,4,5
1060,1061,6,3
4653,2473,7,4
4400,2001,9,2
104,2164,7,6
824,4872,1,10
4523,4523,6,4
1871,1871,6,5
3110,3117,8,1
60,185,2,7
326,326,3,7
2139,2139,6,4
2380,4202,8,3
1142,1142,1,5
2079,2079,5,10
4927,3679,1,8
777,777,7,8
2425,2425,7,5
14,14,3,1
3103,384,5,4
3147,2201,5,5
722,373,9,7
4070,2395,10,6
1560,1560,9,1
764,764,1,9
3322,3322,10,8
4374,4374,3,7
2139,1099,10,10
389,2616,5,3
2643,2643,5,7
2986,2986,6,9
3716,179,9,9
4592,3830,2,3
3697,2550,10,4
4707,4707,4,1
4059,3333,10,9
4503,4503,2,5
4642,4642,3,10
4642,4642,5,7
2559,1312,1,1
436,3708,9,7
4653,1461,8,10
302,4243,9,9
2139,2139,9,4
4523,4523,6,7
2234,3098,2,7
3506,1799,5,2
4642,4642,2,7
2690,3346,2,8
3528,3528,9,2
2816,2816,10,4
4078,4078,5,4
4642,4057,8,9
699,2154,3,6
3347,3347,1,4
1049,2481,1,3
14,3316,6,6
3541,3541,3,1
3813,3813,7,4
1065,500,7,5
4533,4989,5,10
60,884,7,5
4057,4057,2,4
3546,146,1,9
1361,1757,5,10
3789,3789,8,8
1356,421,1,1
1461,2841,10,9
516,1798,9,4
4648,2558,8,3
1553,4679,4,4
738,3549,3,7
4448,4448,6,7
1049,1049,9,3
4575,2827,4,9
389,1664,6,1
4755,4929,8,5
4642,4642,4,4
518,1984,10,10
4583,2955,6,5
1871,1871,7,3
1652,1652,8,8
1473,1473,8,10
1060,3929,5,5
868,868,10,4
4875,3351,8,6
4575,4575,3,8
2958,2958,6,4
777,352,6,9
1049,4453,3,4
2690,2690,4,1
1049,3223,5,10
2106,4437,9,7
1279,1279,4,7
1534,2656,5,4
3880,2735,1,9
1685,2830,6,2
4458,2825,4,3
3895,3895,9,6
1595,111,10,9
2986,4255,1,10
2431,3747,7,6
4219,694,2,2
1049,1022,3,7
4220,3977,8,8
2236,949,7,8
2229,2721,4,8
3779,3779,5,1
4835,4835,6,5
17,2206,5,2
1049,1462,2,1
3322,3322,3,8
2875,4345,4,4
1877,1891,9,10
3091,4277,4,3
3550,2386,10,2
3693,3693,6,4
724,724,7,3
3784,2784,10,7
2953,2953,2,10
3892,2578,6,9
1927,1927,1,8
389,389,6,8
434,434,6,6
2393,2393,4,4
762,2202,8,1
3697,4996,6,9
4082,4132,10,3
4521,669,5,1
2139,2736,10,2
3432,3725,4,9
4097,4097,8,10
2583,2583,3,8
568,568,9,4
4521,3638,6,8
3233,4047,2,6
4527,1563,2,9
2702,4210,10,8
4086,4086,6,8
2448,4506,3,4
3103,1727,10,6
1470,1470,8,10
4642,4163,3,9
2050,2050,2,4
3406,4568,7,3
4746,678,9,10
3227,1230,8,8
4871,721,6,5
4617,3357,7,4
3848,3745,9,7
847,818,10,4
1049,1049,10,4
1089,1089,10,10
1807,3843,5,6
4952,4952,4,7
4640,4528,4,6
550,2420,8,4
3140,4541,3,4
1049,3990,10,8
3121,2711,4,6
4015,1630,10,6
1279,4004,5,5
3140,1201,3,10
4149,754,3,9
1049,1049,5,6
4240,10,5,3
868,1911,5,7
1049,1568,5,2
1049,1165,8,3
3264,947,2,6
3276,2878,4,4
1049,2913,10,9
1230,505,2,6
1353,4780,1,7
319,672,8,3
2984,1647,5,7
3670,1413,7,7
3146,837,5,8
1559,4620,6,5
2139,1852,4,5
3737,3249,3,7
1190,4246,5,3
4575,200,9,4
3716,3716,1,3
2296,2296,3,3
4,3332,3,2
3406,4102,6,5
2431,889,9,9
692,2010,10,7
1049,990,3,5
1553,1387,1,3
3550,3550,1,7
1707,1222,5,6
1817,2540,2,8
1279,1279,1,2
4642,4642,5,5
1240,899,9,5
2961,2379,8,3
1049,1049,1,7
1049,2516,6,2
3112,3112,4,7
270,1023,3,2
1553,1553,8,10
1871,1871,7,1
4225,2404,5,5
1520,1358,9,6
2953,3189,10,2
3912,1435,3,10
14,14,4,2
2393,1758,5,10
4487,4487,10,8
1600,2569,10,9
3432,1309,10,4
2291,2291,2,4
3322,4485,10,3
2289,2289,8,10
2986,375,8,4
1049,2926,8,9
269,2571,6,6
3111,1127,6,5
4492,4660,10,8
3477,4745,6,6
2951,2951,7,3
2425,787,3,10
3718,329,4,2
4835,3240,10,6
4448,3942,4,1
4642,428,8,9
4597,4652,7,3
1047,3047,10,6
3697,2950,1,4
2643,2643,5,4
4653,4723,9,3
2429,1657,10,2
4866,4146,5,10
3912,1033,7,3
3880,4459,10,4
3555,2121,4,9
1972,1972,9,1
699,3218,4,5
1049,1049,2,5
2570,2570,3,1
777,1763,1,10
3322,1980,9,2
2546,2251,1,2
1049,2898,8,9
3177,1449,9,1
1449,1449,8,4
667,3617,9,9
2824,1452,5,5
2831,2157,2,1
451,1300,6,5
1285,1285,1,5
3762,3762,1,1
3475,3475,9,9
4597,3179,10,3
4225,3896,1,7
1595,1199,5,3
2447,2706,8,2
4665,2575,6,6
2953,20,2,5
208,1535,4,7
724,3565,5,3
2690,3253,5,1
389,4608,2,2
2122,2582,6,5
764,4879,8,7
1049,1049,10,1
2291,2812,8,7
3789,337,2,8
4273,1322,8,1
4498,3245,10,8
4642,1252,4,5
542,3246,9,1
1767,3299,3,1
4675,4675,4,4
3789,1973,2,9
3995,809,4,6
4225,3822,1,9
4642,1590,1,5
11,697,10,3
830,4663,8,6
4869,3005,3,5
4053,4053,6,6
4400,1233,9,9
620,2337,3,1
562,562,4,1
2448,1104,4,10
3795,3782,10,8
3322,3322,8,6
1049,1294,10,5
1049,4422,7,5
710,2035,8,3
4448,2611,6,7
557,2235,9,8
4745,4470,7,2
1049,4721,3,1
1049,87,3,4
3745,3745,1,3
2083,2526,5,6
1553,1553,3,8
10,10,8,1
515,4864,8,6
1049,3593,9,1
250,250,5,9
2595,1017,10,4
3848,3848,8,5
1049,1049,6,10
1553,2457,5,8
2141,4587,9,3
1049,1049,2,2
1523,1747,5,7
2323,2652,6,4
2559,2559,7,6
4039,3133,1,5
3720,4285,10,9
3260,4656,9,9
1380,2451,6,3
1049,1049,6,1
2953,2953,7,7
4575,4938,3,7
1685,158,3,1
2478,2478,4,4
511,511,10,9
4707,963,3,8
297,3301,6,5
4704,4828,8,8
4642,1797,8,1
1392,1392,10,7
1060,1421,8,7
4216,675,3,6
2783,1623,8,6
4315,4031,5,6
3428,1366,1,7
2951,2951,1,4
3550,3687,5,6
2690,2690,4,2
3646,3599,4,5
2387,1291,4,5
2436,4558,3,5
334,3533,10,2
4550,4150,4,2
4021,1055,10,6
1685,1298,9,9
1245,1929,10,7
1319,974,4,2
1049,2914,9,7
4094,4094,8,1
1049,1049,3,6
57,2205,3,9
2291,2291,9,10
1894,1894,8,3
4875,1704,9,10
4042,4042,4,4
801,7,8,4
4964,4964,2,5
1049,3502,9,8
1534,897,3,10
4097,4747,4,1
2424,2785,10,9
4039,4572,7,2
4642,579,2,5
2724,4529,4,2
2893,2443,6,6
2271,4823,3,3
4823,1207,3,1
1049,2591,7,8
1553,1553,2,7
3789,3789,6,5
4597,4597,7,4
4531,2580,3,10
4356,3079,3,9
1049,1049,7,9
4492,4601,3,5
4448,4448,1,7
3546,2630,10,1
1871,1383,6,9
1478,2039,2,9
370,370,8,5
883,3530,9,3
2190,483,8,7
2183,2183,2,9
2985,776,7,4
3471,4111,2,6
258,761,6,6
4642,4678,9,5
1553,76,10,1
3864,3864,9,5
139,139,5,2
4216,3704,1,4
3789,876,3,10
548,997,7,7
4553,3957,8,2
3550,578,1,5
3555,3555,7,2
2892,361,3,9
2289,3080,5,1
699,2565,7,4
331,331,6,9
389,1405,7,1
4292,3684,10,9
3555,2553,6,6
4623,583,4,4
3049,948,6,5
830,830,3,2
1766,2679,3,9
4744,4634,7,3
4319,2356,2,9
4597,3476,7,5
4769,2208,7,8
718,472,8,10
629,629,5,8
2139,1406,2,4
4553,2988,4,10
3504,3094,2,5
902,271,3,8
2054,508,2,4
389,3970,2,8
1915,1915,4,10
3995,1255,1,9
4900,3000,1,1
3895,1297,4,10
4665,3193,1,1
4697,1693,9,4
518,518,5,8
3090,1346,7,4
2331,2331,10,7
4681,828,1,8
4151,4151,8,8
1049,3136,10,1
3347,4415,3,7
4575,2673,2,2
1214,1214,8,1
1528,1528,5,8
2499,458,7,5
2122,2971,4,7
3518,2357,3,7
4523,3044,8,3
3406,61,2,10
1917,3544,8,3
4657,4657,7,8
4617,4617,7,1
1894,1304,6,7
389,389,9,7
4225,4192,2,7
14,2314,4,9
4258,4104,4,8
297,297,2,6
1479,35,8,9
2235,362,5,6
2139,2062,4,4
682,682,6,3
3803,4488,9,5
1342,289,7,5
2907,3625,7,3
1807,1807,7,2
3693,4705,8,8
1850,3669,1,10
4642,2973,8,2
1301,1301,5,4
389,4208,3,7
3346,4385,8,1
491,132,6,3
1242,2340,6,9
2729,65,2,4
2672,4160,2,9
3930,781,8,7
4225,3070,1,3
4771,2536,9,2
3470,4928,6,6
3271,3271,1,2
4553,1854,2,3
4642,2068,9,4
1374,1374,7,2
3353,4832,8,10
1233,1233,9,5
3646,769,9,6
1591,1086,9,7
1133,4025,8,6
2801,2905,4,4
2958,4833,5,1
2784,1268,8,10
1078,1078,1,2
3789,2966,8,9
2356,2356,10,4
3037,845,9,4
3880,3114,2,3
3952,1000,1,4
4160,1883,6,3
706,706,4,9
997,1433,2,4
4051,813,6,6
868,1299,2,1
3264,3054,4,8
1049,1049,3,3
2016,2071,9,2
4869,4869,3,9
4898,3673,1,9
4550,1596,5,7
2315,2315,7,1
98,98,2,4
2975,1203,6,5
2811,3009,9,3
4665,3654,1,4
2690,2170,9,9
4319,1174,1,5
1233,2948,10,1
3279,3279,1,6
1685,4914,5,10
2690,3924,8,3
3233,3233,2,9
4943,169,2,10
4975,4975,4,4
973,973,3,8
2431,2431,10,9
1049,2354,8,4
1049,25,3,8
3211,2048,6,10
3856,1138,9,7
1553,281,3,1
3406,3406,2,2
14,3128,8,5
326,2207,10,10
4653,1567,10,1
824,197,10,10
1049,3118,8,4
3279,3279,8,7
331,1459,8,10
2854,3449,2,2
1049,1049,3,9
2139,3306,8,6
79,2889,10,3
4834,3243,7,8
1936,4152,1,4
4746,3327,2,5
1203,3903,2,8
4707,4302,7,6
2951,3319,7,8
1049,1943,4,2
3589,3474,9,2
4097,4097,7,3
2304,530,7,5
1839,1839,1,3
2385,4077,3,6
941,941,2,5
4648,778,8,2
4642,4642,7,5
824,1210,3,7
1049,865,2,3
1392,3029,8,1
3546,4802,2,3
3049,3381,10,7
4900,4900,8,4
57,57,1,5
4042,838,1,4
3221,3057,3,4
1771,4972,3,10
1605,1605,10,1
4056,1741,6,5
2380,2380,4,10
297,4275,10,2
4357,2081,1,2
4550,2537,2,7
1408,1141,3,7
459,459,1,10
1685,1695,9,8
3669,1077,2,1
1353,3600,4,3
4701,4701,5,4
4814,2262,2,5
3693,3693,5,3
4084,4084,8,7
2559,952,2,10
2139,28,6,6
1075,1075,6,7
4225,2490,10,1
2139,2139,9,10
1049,1049,7,6
4553,704,8,5
1183,1183,8,8
3074,4945,8,9
4272,1719,2,8
4642,3675,2,4
1987,1987,7,1
2139,1212,8,5
2559,2465,9,3
1049,1049,6,2
463,2989,1,10
620,73,9,2
849,3637,3,6
3555,238,6,9
4642,4758,10,6
1049,1049,1,5
3650,394,7,4
1049,350,10,6
2953,4201,3,9
2953,1244,7,4
4979,4979,5,10
3140,3140,1,1
4561,4806,8,6
1559,1559,10,2
758,1689,5,4
4635,3394,2,9
331,3851,4,7
710,710,8,1
853,1034,4,1
1605,1605,2,7
1000,2563,1,2
826,826,2,7
3942,3942,4,1
906,906,10,6
2139,4075,2,7
2809,2809,8,6
4771,479,10,3
1049,4265,7,4
325,423,6,1
4433,623,10,2
606,606,5,6
3550,1720,4,9
1425,4941,2,4
4825,2310,6,6
3491,3627,2,2
2795,3689,7,9
4480,4480,8,9
1226,4474,4,10
2953,3500,6,5
4707,4707,1,1
629,629,5,3
1049,1613,1,4
1049,3340,6,8
1181,142,4,3
971,4293,4,5
3005,3005,6,9
3253,2766,9,9
14,1810,7,8
4335,4335,9,6
3722,4013,3,7
3260,3260,6,1
1520,2791,8,1
4755,792,4,8
3279,257,4,7
2809,911,7,9
2250,1448,2,10
1871,3384,6,6
3650,3801,8,10
750,3712,9,1
2182,315,5,1
2139,1796,10,5
1049,1049,6,4
242,1922,9,2
3246,2281,3,6
2644,4297,4,1
3697,3697,8,8
3550,3025,9,5
2083,1574,7,1
2926,2926,10,1
1560,1560,3,7
3555,1495,9,2
2700,2700,2,1
302,2775,9,8
2690,2959,9,5
1119,1555,4,9
3274,2221,8,9
3140,3140,2,10
17,17,5,5
562,2708,3,5
2953,2953,5,6
434,434,6,2
2386,2386,9,2
562,562,5,7
1049,1049,3,6
2831,2831,5,6
2139,2139,10,7
2362,2362,9,2
1274,4217,7,6
1282,1282,7,2
1049,1049,5,2
1560,2347,6,8
1634,2028,5,5
1652,1483,5,6
2139,2139,1,1
1737,4340,1,4
688,2697,6,8
3260,985,1,9
2139,3630,9,7
1049,1049,6,1
3561,3561,6,9
3458,709,5,3
1535,803,4,6
4225,1101,3,1
4608,3426,2,4
2156,2475,9,6
4955,2148,8,1
4706,4706,6,6
3253,3253,7,2
4642,2476,7,6
1470,1347,3,7
3475,1262,10,4
4575,3777,6,10
3239,1637,6,9
4642,1855,10,9
4575,3620,10,7
3555,2765,2,9
4528,3032,3,10
2605,4028,9,10
3470,4472,7,8
752,752,6,10
2291,2709,3,2
2823,2256,2,7
2831,634,5,2
1520,2716,10,1
1871,1871,8,5
3491,4683,6,9
2452,1363,9,4
4835,1499,1,2
1342,3422,2,8
14,14,3,7
263,263,8,8
2597,3303,3,7
3253,2838,6,2
2465,2366,1,4
4642,4642,9,8
2139,4389,3,2
3260,3304,3,3
4575,3622,10,10
3211,3211,3,2
1685,1685,1,7
29,29,3,3
1095,1095,4,6
131,3001,10,6
1832,1857,8,6
550,550,1,4
4642,2932,9,2
847,847,6,2
1049,1870,9,10
2913,4579,2,3
1049,295,6,8
1383,1383,3,1
2139,2139,1,1
1672,1672,5,5
2506,1950,6,10
1177,1177,4,4
4575,3263,1,10
4400,4400,6,9
490,1825,3,5
1049,1049,7,8
4225,4225,2,3
4448,2648,4,5
3555,3087,8,10
61,2381,5,2
3281,3868,1,3
237,3933,1,9
2845,2138,6,1
1685,3290,6,10
4037,1640,6,6
1736,2916,8,10
4642,3419,6,2
1049,4783,5,9
847,2576,7,7
2953,4014,2,4
4480,2450,6,1
2685,3058,5,10
622,3845,3,5
1902,2260,8,4
2092,4199,3,8
1685,1355,5,2
1424,1509,2,9
542,1966,4,2
1173,1173,1,2
3470,3470,3,6
4326,4326,10,1
3344,3344,3,6
1101,1101,8,5
2476,2476,6,5
1537,68,7,6
3712,3712,1,5
1068,1518,4,8
2019,2019,3,9
3453,4971,4,4
868,2462,4,6
353,353,2,1
1176,4902,8,4
4675,3821,9,7
4220,4220,5,4
804,804,4,6
4969,1604,2,2
184,184,8,3
2139,3846,10,4
650,3870,8,3
2559,2559,4,10
597,2704,1,2
4642,3361,10,5
14,3467,9,5
2139,2793,9,6
1864,2132,5,2
2122,1384,10,10
2240,3113,5,9
1049,1049,3,9
2823,3015,8,9
4642,1994,4,7
1685,1097,3,6
2953,221,8,4
369,396,6,5
4707,4539,5,1
247,247,3,5
4406,4406,3,6
4589,4589,4,8
1501,403,6,10
327,2439,9,7
1049,2307,7,9
4707,3022,5,5
562,1977,9,1
4955,3954,10,2
1489,608,9,5
4707,4707,3,9
4984,4235,9,8
3211,3211,7,1
486,486,7,1
1049,4740,7,6
1049,3234,7,9
4875,555,5,5
1918,2463,7,3
3555,3555,7,8
3006,4064,9,2
2559,2192,2,1
2302,3041,6,1
4718,2421,10,1
17,4442,5,2
59,1072,3,1
1626,1626,6,4
4407,3584,6,2
3175,770,8,2
858,858,4,7
1446,2470,4,4
941,1485,9,10
3049,964,10,8
2450,712,5,7
294,1237,1,6
1049,3742,10,7
3803,611,7,9
2083,2844,2,9
4642,795,7,7
2757,4195,8,8
1838,1925,4,5
4924,2542,4,4
1588,1154,8,8
1066,2096,10,1
3239,4392,2,2
1049,4838,1,5
4097,2994,3,8
1534,3746,1,9
4697,3961,6,4
4951,241,5,3
2798,4538,7,5
1737,1844,8,5
801,2332,3,2
17,3135,2,7
1049,1498,1,8
4799,2710,5,5
4225,1215,3,10
42,1853,7,8
2953,4140,8,6
3253,3253,9,5
4001,4001,8,3
3208,3208,3,6
1917,1917,6,1
2345,1007,4,1
1800,457,1,8
1528,1106,9,4
3233,3064,1,5
22,1225,3,2
1591,4646,5,9
1049,725,7,6
4098,2163,3,1
1520,127,6,3
1049,1049,7,5
1049,4761,4,9
3935,3935,10,6
4037,4667,5,3
634,3792,1,5
1049,1158,6,2
4575,4575,9,6
605,605,4,8
1049,3464,8,6
2139,2139,2,8
1049,1049,6,7
1049,1049,6,5
2408,3469,6,1
17,17,7,4
4823,4730,3,4
4635,2023,4,1
891,891,4,5
17,17,4,5
847,925,3,3
4493,1872,7,1
4622,4622,2,3
1066,4168,2,6
3789,3092,3,4
3220,3220,1,3
2139,2139,5,6
2798,2764,3,1
4693,4693,6,4
1553,174,5,5
434,1655,5,10
769,4644,8,1
2728,2728,5,8
4701,4701,9,7
1049,1049,5,4
2622,478,8,7
3175,3835,7,7
4480,698,4,2
1708,4602,1,1
1049,1536,7,7
2141,895,4,2
4464,4464,2,10
772,2,5,1
2408,2408,9,10
2724,4381,2,7
2019,4384,6,7
2514,596,6,7
4051,3129,7,7
4518,4930,2,4
1049,3696,1,3
3697,3100,2,5
3538,3538,3,6
4697,3980,2,6
4098,4543,8,3
2161,2161,5,9
891,891,2,5
2128,4865,1,9
2798,3292,7,8
3555,1897,6,6
2443,4232,7,3
2953,755,9,4
4581,1884,6,9
2690,312,8,6
269,269,6,6
4924,3367,7,7
567,4074,9,10
2469,4513,1,9
475,967,1,10
511,511,5,1
3470,4457,7,6
4701,4701,5,2
329,366,6,5
3697,2745,7,6
4097,416,8,2
4707,1487,2,4
3900,1385,2,4
1049,1049,4,9
3406,4827,9,9
2139,4508,7,3
1177,2274,8,6
620,4158,2,10
4448,4448,8,2
3550,3550,5,4
562,4287,6,2
2141,767,1,5
434,434,8,2
2161,2596,8,5
1049,2924,9,2
1356,1356,4,2
4589,4785,4,6
3140,2047,7,1
4707,290,6,10
3415,3468,1,9
17,3526,5,10
1086,1086,1,9
4583,4583,5,1
1049,730,1,9
4240,4317,8,8
4697,576,4,7
2408,4805,6,2
2563,2563,3,10
4608,881,9,2
1049,1331,5,1
692,1003,10,1
1049,1049,6,1
628,1004,9,9
4834,3237,10,8
1279,1279,5,7
1685,1211,4,9
3939,3045,5,7
2139,1059,5,1
3880,2195,7,3
1600,1326,10,8
3935,3492,8,5
3032,3542,9,5
4202,492,9,6
3546,3546,3,8
3474,4026,7,5
3671,3729,1,10
34,34,4,10
2047,1335,1,8
2083,2083,8,10
1049,1005,10,4
4029,123,3,8
4834,551,7,1
930,4749,8,7
3912,1477,5,7
1520,871,4,6
2500,3446,10,9
1685,3040,5,1
4384,4384,4,6
1871,1871,5,10
4406,2044,4,3
3510,3510,4,6
1049,107,2,8
3070,1682,1,7
2362,3788,8,3
3074,1777,6,1
4146,1673,9,1
694,1705,4,3
795,795,8,4
4119,4119,6,2
3779,1769,5,5
3550,121,6,10
830,830,3,4
3318,2968,7,5
4448,4370,7,1
2138,2138,5,8
139,2930,10,9
3561,3561,9,3
3646,283,10,6
2690,919,9,1
3314,4369,6,8
2139,3698,7,7
118,630,10,3
3221,3221,8,5
1747,1747,5,7
3693,56,4,8
3406,4183,7,8
3027,2224,2,4
2431,2431,6,4
1560,2352,5,7
3718,3718,8,3
1737,1737,5,4
353,649,3,6
1392,1392,9,5
1049,2956,3,3
2816,199,2,4
4119,1129,8,3
4151,3036,4,9
2816,3265,1,7
242,3592,2,7
3140,3140,3,8
1049,559,5,2
4653,1835,3,3
765,4859,10,7
1049,2900,8,6
4292,4292,3,5
1503,3173,5,6
1802,1802,9,6
2139,4076,5,2
4501,3377,10,6
1049,1049,5,2
1871,1871,6,1
902,3296,9,9
4697,4697,2,4
2724,914,8,2
4707,3655,3,5
3864,1081,7,7
1049,1049,5,9
4400,2625,2,1
4150,2032,6,6
1049,4668,7,5
4314,2577,10,6
4225,3088,5,3
3140,1393,1,3
4292,3442,5,5
3084,3084,9,7
4924,2320,5,5
1767,4281,8,7
2864,2226,5,9
3367,3754,4,7
3233,3233,6,8
4357,288,9,5
3895,2433,7,2
1560,4905,3,3
578,3631,1,6
868,868,6,1
1049,961,9,2
3322,461,10,10
3555,640,2,1
4642,1690,7,7
4329,1290,1,7
1655,2650,4,6
3471,3471,4,1
65,3315,7,1
1095,1095,7,5
2106,213,6,7
620,3982,3,4
941,183,2,2
2893,2893,5,1
4668,3889,3,4
2816,2816,8,2
4642,3992,6,2
720,3588,9,9
118,190,8,3
1807,615,1,10
4943,4403,9,9
621,1804,7,5
992,992,10,4
1105,513,9,9
2448,2448,1,10
1049,1049,6,9
1426,1426,3,9
3677,4271,5,7
4589,4589,6,6
3083,3083,1,1
3229,21,9,1
983,983,7,3
4642,4359,5,5
3153,2336,8,9
795,4387,8,3
3650,3650,6,8
1006,2754,4,2
25,1314,4,10
4255,4255,9,6
4085,1828,2,10
1871,2496,10,9
4270,1,5,5
830,830,1,2
3784,2300,10,4
1177,1044,4,1
1077,1077,6,1
4795,4795,3,8
1491,1491,6,2
2408,4995,8,7
2291,1229,2,6
3308,3967,9,1
2139,2442,7,4
724,1834,8,5
54,54,8,1
2559,2559,9,8
2139,2139,3,4
3792,1202,6,7
1936,591,6,8
2289,4613,3,4
1183,3115,5,1
3555,2430,1,5
1064,3165,8,3
389,389,8,3
4855,1998,1,1
3555,4535,9,4
4707,1303,3,7
2644,2644,4,2
4597,4597,9,9
4927,783,2,9
4900,3216,7,8
3575,665,9,9
3027,3027,5,6
1245,1245,7,3
1049,3369,2,2
548,548,1,2
2407,4404,8,6
569,569,7,9
4642,4642,4,1
4642,1195,2,10
3555,356,10,4
3274,4325,9,6
3074,3074,6,3
2194,2194,3,6
4197,1382,3,10
2219,2604,6,3
4017,244,8,9
411,411,10,5
1049,1278,9,6
620,620,9,9
3541,2698,7,8
2296,806,8,1
3406,3411,4,8
3939,2153,10,8
3470,855,7,9
331,331,2,4
1322,3937,3,3
2139,4346,5,1
620,3641,8,1
1049,1049,3,7
4856,2737,6,6
3406,1516,2,1
4225,3055,6,4
622,622,8,10
3481,3481,5,4
914,714,2,10
2526,3604,10,2
2816,2816,6,6
2415,230,5,6
2986,2986,4,5
1574,1574,5,3
688,688,10,1
4329,4509,9,7
777,666,10,1
486,1112,3,7
2345,1527,5,1
242,955,8,4
4642,3618,4,10
3341,1644,4,6
1049,4760,7,4
2139,3125,1,2
4665,4665,9,5
4333,904,8,7
2974,638,6,10
4642,2997,1,3
1190,1190,10,1
4531,2908,4,2
1421,4260,2,2
2328,2328,10,8
3140,4282,3,2
1824,1824,3,4
1049,4796,2,8
2778,2778,1,4
2829,2829,7,9
1049,988,1,6
1351,1351,8,6
3074,3074,8,7
357,4010,7,2
2448,1327,7,10
2762,1167,9,4
389,4169,8,9
739,1823,3,5
416,416,9,9
3176,3176,2,9
250,4611,10,6
830,1558,3,5
4075,3645,9,9
2953,2953,6,10
1895,4007,7,3
134,134,4,8
3477,2242,6,3
4292,1901,10,3
4924,736,9,1
1049,1049,8,9
2139,2139,6,4
868,954,6,3
1047,1047,1,6
302,1036,7,3
4642,364,7,2
849,2859,7,5
4274,114,9,5
1824,4278,3,1
2250,2833,2,2
542,4932,1,6
370,370,2,9
628,3812,5,2
1807,4595,6,1
4834,215,9,4
2139,144,10,5
3697,2143,4,8
2010,2862,3,7
2223,4142,5,8
1652,176,5,8
3074,3074,6,10
3986,1675,10,4
4642,19,2,10
1652,680,7,8
1740,469,5,5
2783,907,7,1
2971,3668,7,8
3848,2110,4,5
2552,2552,5,1
3111,4483,5,3
4132,522,9,4
1096,4072,6,1
2139,1008,5,10
4314,3269,8,8
3347,3196,3,10
3204,4804,4,1
2717,1715,2,5
736,399,4,4
798,2456,10,8
1871,2040,6,4
1049,3073,4,8
389,4090,8,4
4869,607,10,6
4597,219,1,10
927,4156,1,5
1443,3488,5,9
4642,4642,10,5
2690,2543,6,8
4851,4851,1,10
2156,2629,8,7
2817,2713,5,2
3593,4139,5,1
1219,1016,6,7
4138,1951,2,8
265,3525,9,10
4225,1345,5,2
4550,4550,7,8
2831,3521,1,2
1355,4368,8,1
4377,514,2,2
3555,3555,1,2
3909,3099,6,2
1553,3359,1,2
4550,4550,5,7
4642,4642,8,8
2817,4603,6,4
378,4180,8,9
331,2335,10,10
518,729,4,1
3335,3081,8,4
1553,12,8,9
4448,4227,3,9
3379,1946,10,9
1283,1283,7,6
1596,1323,6,4
2448,1394,1,9
1828,2123,5,9
121,1643,6,1
61,61,5,9
1049,1049,7,3
3491,3491,1,2
2184,4816,4,1
2816,2816,4,5
3287,2446,7,7
2559,4687,5,8
3230,1480,5,2
2289,2289,1,1
4697,2127,7,2
2939,2939,8,3
4635,517,7,1
2953,1603,3,4
